id,condition,perceived_alt,actC_avg_m_alt,actC_avg_p_alt,actC_avg_a_alt,actMO_avg_m_alt,actMO_avg_s_alt,actMO_avg_e_alt,actMO_avg_o_alt,perceived_self,actC_avg_m_self,actC_avg_p_self,actC_avg_a_self,actMO_avg_m_self,actMO_avg_s_self,actMO_avg_e_self,actMO_avg_o_self,rt,alt_comp_e,alt_comp_m,alt_comp_o,alt_comp_s,alt_comp
184,1,10,10,10,10,,,,,0,0,0,0,,,,,19.496,,,,,5
185,1,6.958333333,7.125,6.5,7.25,,,,,1.875,1.875,1.875,1.875,,,,,21.595125,,,,,2.541666667
186,2,3.933333333,4.2,3.6,4,2,4,3.666666667,6.333333333,1.133333333,1.6,0.8,1,4.333333333,0.333333333,0.5,0,7.6392,1.583333333,-1.166666667,3.166666667,1.833333333,1.4
187,3,1.208333333,1.875,1.25,0.5,1.166666667,1.5,1.333333333,0.833333333,1.791666667,1.875,1.875,1.625,0.666666667,4,1.166666667,1.333333333,10.74975,0.083333333,0.25,-0.25,-1.25,-0.291666667
188,2,6.5,5.875,5.75,7.875,3.666666667,4.333333333,8,10,3.833333333,4.625,4.5,2.375,6.166666667,7,2.166666667,0,24.376,2.916666667,-1.25,5,-1.333333333,1.333333333
189,3,5.833333333,5.125,6,6.375,5.166666667,6.5,6.5,5.166666667,1.375,0.75,1.75,1.625,2.5,0.833333333,1.666666667,0.5,27.953,2.416666667,1.333333333,2.333333333,2.833333333,2.229166667
190,1,6.5,6.625,6.25,6.625,,,,,0,0,0,0,,,,,47.362625,,,,,3.25
191,2,9.541666667,9.375,9.625,9.625,9.666666667,9.666666667,8.833333333,10,2.291666667,1.875,2.25,2.75,2.5,4,2.5,0.166666667,22.7685,3.166666667,3.583333333,4.916666667,2.833333333,3.625
192,3,2.333333333,2.25,2.25,2.5,2.166666667,2.5,2.666666667,2,0.041666667,0,0.125,0,0.166666667,0,0,0,23.977,1.333333333,1,1,1.25,1.145833333
193,1,8.166666667,8,8.25,8.25,,,,,2.708333333,2.125,3,3,,,,,9.639625,,,,,2.729166667
194,2,8.291666667,8.25,8,8.625,8.333333333,5.166666667,9.666666667,10,2,2,1.875,2.125,2.833333333,4.666666667,0.5,0,28.024125,4.583333333,2.75,5,0.25,3.145833333
195,2,4.375,4.5,4,4.625,4.166666667,4.5,4.833333333,4,5.291666667,5.125,5.875,4.875,4.666666667,5.833333333,6.333333333,4.333333333,2.9175,-0.75,-0.25,-0.166666667,-0.666666667,-0.458333333
196,1,9.416666667,9.5,9.375,9.375,,,,,0.125,0.125,0.125,0.125,,,,,5.14925,,,,,4.645833333
197,1,5.666666667,5.5,5.875,5.625,,,,,0.666666667,0.625,0.5,0.875,,,,,16.098125,,,,,2.5
198,1,9,9.25,9.125,8.625,,,,,0.333333333,0.375,0.25,0.375,,,,,14.05825,,,,,4.333333333
199,3,3.833333333,4,3.25,4.25,3.333333333,1.833333333,5.166666667,5,0.083333333,0.25,0,0,0.166666667,0,0.166666667,0,17.382625,2.5,1.583333333,2.5,0.916666667,1.875
200,2,4.208333333,4.125,4.25,4.25,0,0,7.5,9.333333333,1.833333333,2.125,1.75,1.625,5.5,1.833333333,0,0,13.87925,3.75,-2.75,4.666666667,-0.916666667,1.1875
201,3,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,17.128625,5,5,5,5,5
202,3,8.291666667,8.5,8,8.375,10,7,7.666666667,8.5,1.041666667,1.25,1,0.875,0,2.333333333,1.833333333,0,20.701375,2.916666667,5,4.25,2.333333333,3.625
203,2,2.5,2.25,2.625,2.625,0.5,0.833333333,0.166666667,8.5,5.166666667,5.5,4.5,5.5,6.333333333,6,7,1.333333333,24.23575,-3.416666667,-2.916666667,3.583333333,-2.583333333,-1.333333333
204,1,9.208333333,8.875,9.5,9.25,,,,,0.541666667,0.375,0.5,0.75,,,,,15.629,,,,,4.333333333
205,2,5.541666667,4.875,5.125,6.625,3.833333333,3.833333333,6.166666667,8.333333333,3.5,3.75,3.875,2.875,5.833333333,6.166666667,1.666666667,0.333333333,37.279125,2.25,-1,4,-1.166666667,1.020833333
206,1,7,6.5,7.625,6.875,,,,,0.041666667,0.125,0,0,,,,,6.014,,,,,3.479166667
207,3,5.833333333,5.875,5.625,6,4.666666667,4.166666667,8.166666667,6.333333333,1.291666667,0.875,1.625,1.375,2.666666667,1.166666667,0.333333333,1,15.058625,3.916666667,1,2.666666667,1.5,2.270833333
208,3,5.333333333,5.625,5.125,5.25,6.333333333,5.333333333,5,4.666666667,5.791666667,5.25,5.875,6.25,6,4.666666667,6,6.5,1.048875,-0.5,0.166666667,-0.916666667,0.333333333,-0.229166667
209,1,9.916666667,10,9.875,9.875,,,,,0,0,0,0,,,,,11.52,,,,,4.958333333
210,2,6.866666667,6.2,6.4,8,2.333333333,3.666666667,9.166666667,10,3.4,3.6,4.6,2,8.333333333,6.666666667,1,0,16.8188,4.083333333,-3,5,-1.5,1.733333333
211,2,5.166666667,5.25,4.875,5.375,4.5,5.166666667,5,6,3.791666667,4,3.5,3.875,3.833333333,5,3.166666667,3.166666667,1.120875,0.916666667,0.333333333,1.416666667,0.083333333,0.6875
212,3,6.541666667,6.375,6.375,6.875,3.5,7.333333333,7.5,7.833333333,1.083333333,1,1.125,1.125,4.333333333,0,0,0,3.628875,3.75,-0.416666667,3.916666667,3.666666667,2.729166667
213,1,5.916666667,5.5,6.125,6.125,,,,,1.958333333,2,2,1.875,,,,,3.861125,,,,,1.979166667
214,3,5.833333333,5,6.25,6.25,6,5.666666667,5.666666667,6,0.916666667,0.75,1.375,0.625,0.333333333,1.333333333,0.833333333,1.166666667,11.7725,2.416666667,2.833333333,2.416666667,2.166666667,2.458333333
215,3,5.375,5.25,5.375,5.5,4.833333333,6,5.833333333,4.833333333,3.958333333,2.875,4.375,4.625,4,3.333333333,4.166666667,4.333333333,1.374375,0.833333333,0.416666667,0.25,1.333333333,0.708333333
216,1,8.333333333,8.625,7.375,9,,,,,1.666666667,1.125,2.875,1,,,,,4.070125,,,,,3.333333333
217,2,7.333333333,7,7.8,7.2,8,7.666666667,7.166666667,6.666666667,2.266666667,2.8,2.2,1.8,2.666666667,1,1.666666667,4.333333333,4.6812,2.75,2.666666667,1.166666667,3.333333333,2.533333333
218,3,9.875,9.875,9.875,9.875,9.5,10,10,10,0.083333333,0.125,0.125,0,0.333333333,0,0,0,11.121625,5,4.583333333,5,5,4.895833333
219,1,7.75,7.625,7.625,8,,,,,0,0,0,0,,,,,105.0145,,,,,3.875
220,1,10,10,10,10,,,,,0,0,0,0,,,,,9.076125,,,,,5
221,3,6.125,7.25,5.125,6,6.333333333,6.5,5.166666667,6.5,5.75,5.625,6,5.625,4.833333333,6,6,6.166666667,2.171375,-0.416666667,0.75,0.166666667,0.25,0.1875
222,2,6.333333333,5.125,6.375,7.5,4.5,4.166666667,8,8.666666667,4.708333333,6,5.25,2.875,6.833333333,6.833333333,2.833333333,2.333333333,19.298125,2.583333333,-1.166666667,3.166666667,-1.333333333,0.8125
223,2,5.791666667,5,5,7.375,4,4.5,7,7.666666667,4.625,3.875,4.75,5.25,7.833333333,5.666666667,2.166666667,2.833333333,10.798375,2.416666667,-1.916666667,2.416666667,-0.583333333,0.583333333
224,1,7.625,7.25,7.75,7.875,,,,,0.708333333,0.5,1,0.625,,,,,15.58675,,,,,3.458333333
225,3,7.083333333,7,7.25,7,4.833333333,7.5,9.333333333,6.666666667,2.5,1.875,3.375,2.25,4.666666667,2,0.666666667,2.666666667,8.3705,4.333333333,0.083333333,2,2.75,2.291666667
226,2,5.458333333,5.375,5.5,5.5,4,4,7.333333333,6.5,4.708333333,4.625,4.75,4.75,7.5,6,2,3.333333333,11.166125,2.666666667,-1.75,1.583333333,-1,0.375
227,1,0,0,0,0,,,,,0,0,0,0,,,,,31.030125,,,,,0
228,1,9.869047619,9.857142857,9.875,9.875,,,,,0.125,0.125,0.125,0.125,,,,,4.883375,,,,,4.87202381
229,3,5.166666667,5.25,5,5.25,5,5,5.333333333,5.333333333,2.375,1.875,3.375,1.875,3,3.333333333,2.333333333,0.833333333,8.966125,1.5,1,2.25,0.833333333,1.395833333
230,3,9.875,9.875,9.75,10,9.666666667,10,9.833333333,10,0.125,0,0.25,0.125,0.166666667,0,0.333333333,0,8.497625,4.75,4.75,5,5,4.875
231,2,6.583333333,6.5,7.125,6.125,6.333333333,6.5,6.833333333,6.666666667,6.583333333,6.375,6.875,6.5,6.666666667,6.333333333,7,6.333333333,2.140125,-0.083333333,-0.166666667,0.166666667,0.083333333,0
232,2,6.291666667,4.625,6.5,7.75,3,4.666666667,7.833333333,9.666666667,4.208333333,5.875,5,1.75,7.166666667,5.5,3.833333333,0.333333333,8.067,2,-2.083333333,4.666666667,-0.416666667,1.041666667
233,1,9.125,9.25,9.375,8.75,,,,,0.041666667,0,0.125,0,,,,,7.633625,,,,,4.541666667
234,1,8.083333333,8.125,7.75,8.375,,,,,0.5,0.375,0.75,0.375,,,,,27.27075,,,,,3.791666667
235,3,8.125,7.875,8.25,8.25,7.833333333,8.333333333,8,8.333333333,1.375,1.125,1.5,1.5,1.333333333,1.333333333,1.5,1.333333333,82.92325,3.25,3.25,3.5,3.5,3.375
236,2,5.875,6,5.75,5.875,5.5,2.333333333,7.166666667,8.5,3.625,3.75,3.75,3.375,4.333333333,7.166666667,1.5,1.5,4.986625,2.833333333,0.583333333,3.5,-2.416666667,1.125
237,3,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,27.5325,5,5,5,5,5
238,1,8.5,8.75,8.5,8.25,,,,,0.958333333,0.875,1,1,,,,,15.7675,,,,,3.770833333
239,2,5.25,4.25,5.25,6.25,3,2.333333333,5.666666667,10,3.166666667,3.75,3.75,2,5.333333333,5.333333333,2,0,13.583625,1.833333333,-1.166666667,5,-1.5,1.041666667
240,3,8.5,8.875,7.625,9,8.5,9,9,7.5,3.416666667,3,4.75,2.5,3.166666667,3.666666667,4.833333333,2,7.32425,2.083333333,2.666666667,2.75,2.666666667,2.541666667
241,2,6.166666667,6.625,5.875,6,6.166666667,6,5.833333333,6.666666667,4.166666667,3.625,4.75,4.125,4.166666667,3.833333333,4.666666667,4,3.016125,0.583333333,1,1.333333333,1.083333333,1
242,1,7.666666667,8.125,7.375,7.5,,,,,0.541666667,0,1.25,0.375,,,,,5.824625,,,,,3.5625
243,2,6.458333333,6.625,6.625,6.125,4.666666667,2.5,8.666666667,10,3.875,3.75,3.875,4,6.833333333,8.666666667,0,0,7.72825,4.333333333,-1.083333333,5,-3.083333333,1.291666667
244,1,4.875,5,4.75,4.875,,,,,1,1.5,0.625,0.875,,,,,5.098625,,,,,1.9375
245,1,9.166666667,9.375,8.75,9.375,,,,,0.083333333,0,0.125,0.125,,,,,17.33825,,,,,4.541666667
246,3,7.458333333,6.625,7.75,8,9.333333333,7.166666667,5,8.333333333,0.041666667,0,0,0.125,0,0.166666667,0,0,15.52925,2.5,4.666666667,4.166666667,3.5,3.708333333
247,3,4.416666667,4.625,4.625,4,4.333333333,4.5,4,4.833333333,4.833333333,4.625,4.625,5.25,5,5.333333333,4.333333333,4.666666667,5.137,-0.166666667,-0.333333333,0.083333333,-0.416666667,-0.208333333
248,2,4.458333333,4.625,4.25,4.5,8,5.5,3.333333333,1,3.666666667,3.625,3.625,3.75,7.5,5,1.833333333,0.333333333,9.492375,0.75,0.25,0.333333333,0.25,0.395833333
249,1,3.833333333,4,4,3.5,,,,,0.375,0.25,0.5,0.375,,,,,7.444,,,,,1.729166667
250,2,4.25,4.25,4.75,3.75,1.833333333,2.833333333,5.333333333,7,1.791666667,1.75,1.625,2,3.333333333,2.833333333,0.666666667,0.333333333,17.298875,2.333333333,-0.75,3.333333333,0,1.229166667
251,2,4.25,4.125,4.625,4,1.5,1.166666667,4.333333333,10,3.916666667,4.25,3.75,3.75,6,6.666666667,3,0,9.1855,0.666666667,-2.25,5,-2.75,0.166666667
252,2,9.083333333,9.125,9,9.125,9,9,9,9.333333333,0.5,0.5,0.5,0.5,1,1,0,0,8.588375,4.5,4,4.666666667,4,4.291666667
253,1,8.541666667,8.375,8.625,8.625,,,,,1.083333333,1.375,1,0.875,,,,,6.487375,,,,,3.729166667
254,2,5,5,5,5,5,5,5,5,3.933333333,3.4,4.6,3.8,5,3,3.333333333,5,13.2776,0.833333333,0,0,1,0.533333333
255,2,4.625,3.75,4,6.125,4,4.833333333,4.833333333,4.833333333,5,4.625,5.875,4.5,5.666666667,5,4.833333333,4.5,1.8535,0,-0.833333333,0.166666667,-0.083333333,-0.1875
256,2,3.333333333,3.25,3.75,3,3,3.333333333,2.833333333,4.166666667,1.625,1.625,2.125,1.125,3.5,0.833333333,0.666666667,1.5,15.557,1.083333333,-0.25,1.333333333,1.25,0.854166667
257,2,3.291666667,2.875,3.25,3.75,1,4.333333333,4.166666667,3.666666667,2.083333333,2.5,1.75,2,4.833333333,3.5,0,0,20.91575,2.083333333,-1.916666667,1.833333333,0.416666667,0.604166667
258,2,0.533333333,1.2,0.4,0,0,0,0.166666667,2.333333333,0,0,0,0,0,0,0,0,18.6462,0.083333333,0,1.166666667,0,0.266666667
259,3,7.041666667,7.875,5.25,8,5,8,8.5,6.666666667,0.875,0.875,1,0.75,0.333333333,0.666666667,0.166666667,2.333333333,10.28175,4.166666667,2.333333333,2.166666667,3.666666667,3.083333333
260,1,9.916666667,10,9.875,9.875,,,,,0,0,0,0,,,,,7.84325,,,,,4.958333333
261,2,3.208333333,3.375,3,3.25,0.5,2.333333333,3.166666667,6.833333333,2.875,2.75,2.875,3,5.666666667,4.166666667,1.666666667,0,13.32025,0.75,-2.583333333,3.416666667,-0.916666667,0.166666667
262,1,8.875,8.5,8.5,9.625,,,,,0.75,1,1,0.25,,,,,10.73725,,,,,4.0625
263,1,7.666666667,7.5,7.5,8,,,,,2.291666667,2.125,3.125,1.625,,,,,17.54075,,,,,2.6875
264,2,4.833333333,5.125,5.625,3.75,1.666666667,3.5,6.333333333,7.833333333,3.541666667,3.875,2.875,3.875,8.333333333,5.833333333,0,0,10.292125,3.166666667,-3.333333333,3.916666667,-1.166666667,0.645833333
265,3,7.833333333,6.75,8.625,8.125,7,6.5,8,9.833333333,1.25,1.375,0.875,1.5,2.666666667,2.166666667,0,0.166666667,29.0925,4,2.166666667,4.833333333,2.166666667,3.291666667
266,1,10,10,10,10,,,,,0,0,0,0,,,,,27.34025,,,,,5
267,1,0.5,0.75,0.5,0.25,,,,,0.041666667,0,0.125,0,,,,,12.755625,,,,,0.229166667
268,2,6.952380952,5.571428571,7.285714286,8,4,4.4,9,9.666666667,2.875,4.125,2.75,1.75,5,4.833333333,1.666666667,0,46.054625,3.666666667,-0.5,4.833333333,-0.216666667,2.038690476
269,1,0.041666667,0.125,0,0,,,,,0.041666667,0.125,0,0,,,,,16.839875,,,,,0
270,1,5,5,5,5,,,,,5,5,5,5,,,,,1.722625,,,,,0
271,2,6.25,6.25,6.25,6.25,1.833333333,3.5,9.833333333,9.833333333,3.625,3.5,3.875,3.5,8.5,5.666666667,0.166666667,0.166666667,52.293125,4.833333333,-3.333333333,4.833333333,-1.083333333,1.3125
272,3,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,13.91725,5,5,5,5,5
273,2,5.541666667,4,5.25,7.375,4,4.666666667,5.5,8,4.791666667,5.75,5.25,3.375,6.166666667,5.166666667,5.5,2.333333333,4.921125,0,-1.083333333,2.833333333,-0.25,0.375
274,2,6.666666667,5.8,6.4,7.8,2.666666667,4.333333333,8.5,9.333333333,3.466666667,3.8,3,3.6,6.333333333,5,2.666666667,0.666666667,8.3268,2.916666667,-1.833333333,4.333333333,-0.333333333,1.6
275,1,10,10,10,10,,,,,0.25,0,0.75,0,,,,,8.083625,,,,,4.875
276,1,7.125,6.875,7,7.5,,,,,1.083333333,1.375,1.375,0.5,,,,,12.16375,,,,,3.020833333
277,3,9.458333333,9.5,9.25,9.625,9.666666667,9,9.666666667,9.5,1.958333333,2,1.875,2,1.333333333,3.333333333,2,1.166666667,8.200625,3.833333333,4.166666667,4.166666667,2.833333333,3.75
278,3,5.791666667,5.625,5.875,5.875,5.333333333,6.5,5.166666667,6.166666667,0,0,0,0,0,0,0,0,19.31225,2.583333333,2.666666667,3.083333333,3.25,2.895833333
279,1,9.25,9.25,9.25,9.25,,,,,0.166666667,0.125,0.25,0.125,,,,,10.719125,,,,,4.541666667
280,3,8.333333333,8.5,8,8.5,8.166666667,6.333333333,9.166666667,9.666666667,1,1,1.5,0.5,0.333333333,2.666666667,0.833333333,0.166666667,22.840875,4.166666667,3.916666667,4.75,1.833333333,3.666666667
281,1,5,5,5.125,4.875,,,,,0.333333333,0.625,0.375,0,,,,,7.551375,,,,,2.333333333
282,2,6.733333333,5.6,6.6,8,2.333333333,5.666666667,8.166666667,9.333333333,2.2,3.2,2.6,0.8,5.333333333,5.333333333,0,0.333333333,18.6954,4.083333333,-1.5,4.5,0.166666667,2.266666667
283,1,5.125,5,5.5,4.875,,,,,4.875,4.75,4.875,5,,,,,2.592125,,,,,0.125
284,1,7.666666667,7.625,7.875,7.5,,,,,4.416666667,4.625,4,4.625,,,,,5.37975,,,,,1.625
285,1,8.333333333,8.125,7.875,9,,,,,0.833333333,0.625,1.125,0.75,,,,,52.36575,,,,,3.75
286,2,2.875,3.625,2,3,3.666666667,3,2,2.833333333,4.208333333,4,4.5,4.125,6.5,7,1.5,1.833333333,10.65175,0.25,-1.416666667,0.5,-2,-0.666666667
287,1,6.125,5.875,6.125,6.375,,,,,0.583333333,0.375,0.75,0.625,,,,,6.36075,,,,,2.770833333
288,1,7,6.875,7,7.125,,,,,2.333333333,2,2.375,2.625,,,,,3.290375,,,,,2.333333333
289,1,7.666666667,7.625,7.375,8,,,,,1.208333333,1.375,1.625,0.625,,,,,25.54825,,,,,3.229166667
290,2,6.4,4.8,5.2,9.2,4,3.666666667,7.5,9.333333333,2.866666667,4.8,3.8,0,5.666666667,6,1.166666667,0.333333333,12.6402,3.166666667,-0.833333333,4.5,-1.166666667,1.766666667
291,1,3.375,3.5,3.375,3.25,,,,,0,0,0,0,,,,,7.921,,,,,1.6875
292,3,8.041666667,8.625,6.5,9,7,7,9,9.166666667,2.5,2.625,3.5,1.375,3.666666667,4.5,1.5,0.333333333,10.416875,3.75,1.666666667,4.416666667,1.25,2.770833333
293,2,5.166666667,4.5,6.125,4.875,3.5,2.833333333,8.833333333,5.5,3.333333333,2.375,3.875,3.75,5,4,2,2.333333333,11.454625,3.416666667,-0.75,1.583333333,-0.583333333,0.916666667
294,1,3.666666667,3.75,3.375,3.875,,,,,0.166666667,0.125,0.125,0.25,,,,,10.35475,,,,,1.75
295,2,7,6.875,6.875,7.25,4.666666667,4.166666667,9.166666667,10,2.375,2.125,2.625,2.375,3.666666667,5.833333333,0,0,21.799,4.583333333,0.5,5,-0.833333333,2.3125
