"","id","condition","perceived_alt","actCN_avg_m_alt","actCN_avg_p_alt","actCN_avg_a_alt","actMO_avg_m_alt","actMO_avg_s_alt","actMO_avg_e_alt","actMO_avg_o_alt","rt","alt_comp_e","alt_comp_m","alt_comp_o","alt_comp_s","alt_comp"
"374",374,3,2.45833333333333,2,2.875,2.5,0.833333333333333,2.5,2.83333333333333,3.66666666666667,12.636625,2.83333333333333,0.833333333333333,3.66666666666667,2.5,2.45833333333333
"375",375,4,0.541666666666667,0.875,0.625,0.125,NA,NA,NA,NA,7.870625,NA,NA,NA,NA,0.541666666666667
"376",376,1,3.125,3.25,2.875,3.25,NA,NA,NA,NA,24.131,NA,NA,NA,NA,3.125
"377",377,2,2.125,2,2.5,1.875,1.33333333333333,1.5,2.5,3.16666666666667,8.766125,2.5,1.33333333333333,3.16666666666667,1.5,2.125
"378",378,1,3.70833333333333,3.875,3.25,4,NA,NA,NA,NA,15.903375,NA,NA,NA,NA,3.70833333333333
"381",381,1,2.875,2.875,2.5,3.25,NA,NA,NA,NA,8.440375,NA,NA,NA,NA,2.875
"382",382,2,-0.208333333333333,-0.625,0.125,-0.125,-2.83333333333333,-1.5,0.166666666666667,3.33333333333333,9.5365,0.166666666666667,-2.83333333333333,3.33333333333333,-1.5,-0.208333333333333
"383",383,3,1.45833333333333,1.375,1.625,1.375,-1,-3.16666666666667,5,5,11.46775,5,-1,5,-3.16666666666667,1.45833333333333
"384",384,4,-0.333333333333333,-0.625,0,-0.375,NA,NA,NA,NA,8.6845,NA,NA,NA,NA,-0.333333333333333
"385",385,3,3.75,4.25,2.75,4.25,4.66666666666667,1.5,4.66666666666667,4.16666666666667,23.61,4.66666666666667,4.66666666666667,4.16666666666667,1.5,3.75
"386",386,1,4.5,4.5,4.5,4.5,NA,NA,NA,NA,16.43725,NA,NA,NA,NA,4.5
"387",387,2,0.666666666666667,-0.125,0.5,1.625,-1.66666666666667,-0.666666666666667,1,4,13.387,1,-1.66666666666667,4,-0.666666666666667,0.666666666666667
"388",388,1,4.41666666666667,4.375,4.125,4.75,NA,NA,NA,NA,21.40525,NA,NA,NA,NA,4.41666666666667
"389",389,3,1.29166666666667,1.375,0.75,1.75,0.166666666666667,1.5,2,1.5,10.110375,2,0.166666666666667,1.5,1.5,1.29166666666667
"390",390,2,1.66666666666667,1.25,2.125,1.625,0,2.83333333333333,1.5,2.33333333333333,20.317125,1.5,0,2.33333333333333,2.83333333333333,1.66666666666667
"391",391,4,-2,-2.625,-0.75,-2.625,NA,NA,NA,NA,12.664875,NA,NA,NA,NA,-2
"392",392,4,-0.458333333333333,-0.625,-0.125,-0.625,NA,NA,NA,NA,6.39275,NA,NA,NA,NA,-0.458333333333333
"393",393,2,0.375,0.375,0.25,0.5,-2.66666666666667,-2,3.33333333333333,2.83333333333333,29.393875,3.33333333333333,-2.66666666666667,2.83333333333333,-2,0.375
"394",394,1,4.375,4.375,4.375,4.375,NA,NA,NA,NA,8.436,NA,NA,NA,NA,4.375
"395",395,3,3.5,3.25,3.625,3.625,3,3.66666666666667,3.33333333333333,4,15.95075,3.33333333333333,3,4,3.66666666666667,3.5
"396",396,4,0.708333333333333,0.375,1.25,0.5,NA,NA,NA,NA,4.180125,NA,NA,NA,NA,0.708333333333333
"397",397,1,3.875,3.5,4.5,3.625,NA,NA,NA,NA,18.856,NA,NA,NA,NA,3.875
"398",398,1,3.83333333333333,3.75,3.875,3.875,NA,NA,NA,NA,23.392625,NA,NA,NA,NA,3.83333333333333
"399",399,4,-0.458333333333333,-0.75,0,-0.625,NA,NA,NA,NA,8.868,NA,NA,NA,NA,-0.458333333333333
"400",400,2,2.20833333333333,1.625,2.5,2.5,-0.666666666666667,-0.166666666666667,4.66666666666667,5,11.48675,4.66666666666667,-0.666666666666667,5,-0.166666666666667,2.20833333333333
"401",401,3,4.75,4.625,4.875,4.75,4.5,4.5,5,5,8.866,5,4.5,5,4.5,4.75
"402",402,2,1.125,0.625,1.5,1.25,-1.66666666666667,-2,3.16666666666667,5,16.17525,3.16666666666667,-1.66666666666667,5,-2,1.125
"403",403,3,0.666666666666667,1.125,-0.25,1.125,-1.16666666666667,1.66666666666667,2.16666666666667,0,10.14,2.16666666666667,-1.16666666666667,0,1.66666666666667,0.666666666666667
"404",404,4,-0.25,-0.5,0.375,-0.625,NA,NA,NA,NA,31.437375,NA,NA,NA,NA,-0.25
"406",406,1,4.29166666666667,4.125,4.5,4.25,NA,NA,NA,NA,5.17325,NA,NA,NA,NA,4.29166666666667
"407",407,3,1.95833333333333,1.75,2,2.125,2,1.5,2.33333333333333,2,4.707875,2.33333333333333,2,2,1.5,1.95833333333333
"408",408,4,-0.458333333333333,-1.875,2.375,-1.875,NA,NA,NA,NA,17.66525,NA,NA,NA,NA,-0.458333333333333
"409",409,1,-0.833333333333333,-1.25,0,-1.25,NA,NA,NA,NA,7.95825,NA,NA,NA,NA,-0.833333333333333
"410",410,4,-0.208333333333333,-0.125,0,-0.5,NA,NA,NA,NA,46.970625,NA,NA,NA,NA,-0.208333333333333
"411",411,2,1.66666666666667,1.625,1.375,2,0.166666666666667,1.66666666666667,2.16666666666667,2.66666666666667,14.01375,2.16666666666667,0.166666666666667,2.66666666666667,1.66666666666667,1.66666666666667
"412",412,4,1.70833333333333,1.625,1.75,1.75,NA,NA,NA,NA,20.173625,NA,NA,NA,NA,1.70833333333333
"413",413,4,-0.875,-1.375,0.375,-1.625,NA,NA,NA,NA,4.93275,NA,NA,NA,NA,-0.875
