"","id","condition","perceived_alt","actCN_avg_m_alt","actCN_avg_p_alt","actCN_avg_a_alt","actMO_avg_m_alt","actMO_avg_s_alt","actMO_avg_e_alt","actMO_avg_o_alt","rt","alt_comp_e","alt_comp_m","alt_comp_o","alt_comp_s","alt_comp"
"181",181,3,4.33333333333333,4.25,4.375,4.375,4.33333333333333,4.83333333333333,3.16666666666667,5,6.305875,3.16666666666667,4.33333333333333,5,4.83333333333333,4.33333333333333
"182",182,4,0.5,0.25,0.625,0.625,NA,NA,NA,NA,8.475,NA,NA,NA,NA,0.5
"183",183,1,2.29166666666667,2.625,1.375,2.875,NA,NA,NA,NA,19.193625,NA,NA,NA,NA,2.29166666666667
"184",184,2,0.75,-0.125,1.75,0.625,0.666666666666667,0,1,1.33333333333333,6.6705,1,0.666666666666667,1.33333333333333,0,0.75
"185",185,2,-1.33333333333333,-1.75,-0.75,-1.5,-4.66666666666667,-4,0.666666666666667,2.66666666666667,14.265,0.666666666666667,-4.66666666666667,2.66666666666667,-4,-1.33333333333333
"186",186,3,2.58333333333333,2.375,2.875,2.5,2,2.33333333333333,3.16666666666667,2.83333333333333,6.034375,3.16666666666667,2,2.83333333333333,2.33333333333333,2.58333333333333
"187",187,1,2.91666666666667,2.625,3.25,2.875,NA,NA,NA,NA,23.9965,NA,NA,NA,NA,2.91666666666667
"188",188,4,0.625,0.25,1,0.625,NA,NA,NA,NA,9.228125,NA,NA,NA,NA,0.625
"189",189,3,4.625,4.625,4.625,4.625,5,3.5,5,5,7.7,5,5,5,3.5,4.625
"190",190,1,3.08333333333333,2.875,3.125,3.25,NA,NA,NA,NA,8.433375,NA,NA,NA,NA,3.08333333333333
"191",191,2,1.54166666666667,0.375,1.375,2.875,-1.33333333333333,-0.166666666666667,2.16666666666667,5.5,4.465,2.16666666666667,-1.33333333333333,5.5,-0.166666666666667,1.54166666666667
"192",192,1,2.04166666666667,2.125,2.5,1.5,NA,NA,NA,NA,6.46925,NA,NA,NA,NA,2.04166666666667
"193",193,4,0.666666666666667,0.5,0.5,1,NA,NA,NA,NA,3.938375,NA,NA,NA,NA,0.666666666666667
"194",194,3,4.25,4.25,4.25,4.25,4.5,3.5,4.5,4.5,20.53925,4.5,4.5,4.5,3.5,4.25
"195",195,2,3.25,1.75,3,5,2,2.16666666666667,4.33333333333333,4.5,15.022375,4.33333333333333,2,4.5,2.16666666666667,3.25
"196",196,4,-1.875,-4.75,0,-0.875,NA,NA,NA,NA,6.33125,NA,NA,NA,NA,-1.875
"197",197,1,4.20833333333333,4.125,4,4.5,NA,NA,NA,NA,5.32575,NA,NA,NA,NA,4.20833333333333
"198",198,3,0.958333333333333,0.75,1.25,0.875,1.33333333333333,-0.666666666666667,1.16666666666667,2,6.298375,1.16666666666667,1.33333333333333,2,-0.666666666666667,0.958333333333333
"199",199,1,1.79166666666667,1.75,1.75,1.875,NA,NA,NA,NA,9.24175,NA,NA,NA,NA,1.79166666666667
"200",200,2,0.333333333333333,0,0.375,0.625,-1.33333333333333,-2.83333333333333,1.5,4,9.079125,1.5,-1.33333333333333,4,-2.83333333333333,0.333333333333333
"201",201,4,0.208333333333333,-0.75,1.125,0.25,NA,NA,NA,NA,12.14725,NA,NA,NA,NA,0.208333333333333
"202",202,2,1.375,1.125,2,1,0,-1.66666666666667,4.16666666666667,3,14.747,4.16666666666667,0,3,-1.66666666666667,1.375
"203",203,3,4.04166666666667,4.125,4,4,3,3.5,4.66666666666667,5,17.56925,4.66666666666667,3,5,3.5,4.04166666666667
"204",204,3,-3.20833333333333,-3.125,-3,-3.5,-3,-3.83333333333333,-2.5,-3.5,9.643625,-2.5,-3,-3.5,-3.83333333333333,-3.20833333333333
"205",205,2,1.83333333333333,1.875,1.5,2.125,0.333333333333333,0.333333333333333,2.33333333333333,4.33333333333333,18.4105,2.33333333333333,0.333333333333333,4.33333333333333,0.333333333333333,1.83333333333333
"206",206,1,3.75,4.375,2.25,4.625,NA,NA,NA,NA,10.730375,NA,NA,NA,NA,3.75
"207",207,4,4.625,4.625,4.625,4.625,NA,NA,NA,NA,14.44725,NA,NA,NA,NA,4.625
"208",208,2,0.666666666666667,0.25,1.25,0.5,-0.333333333333333,0.333333333333333,0.333333333333333,2.33333333333333,26.118125,0.333333333333333,-0.333333333333333,2.33333333333333,0.333333333333333,0.666666666666667
"209",209,3,3.54166666666667,3.5,3.5,3.625,3,5,2.66666666666667,3.5,11.31225,2.66666666666667,3,3.5,5,3.54166666666667
"210",210,1,3.75,4.25,3.125,3.875,NA,NA,NA,NA,13.896125,NA,NA,NA,NA,3.75
"211",211,4,0.375,0.125,2.125,-1.125,NA,NA,NA,NA,13.69325,NA,NA,NA,NA,0.375
"212",212,3,2.75,2.5,3,2.75,2,1.83333333333333,3.5,3.66666666666667,5.540125,3.5,2,3.66666666666667,1.83333333333333,2.75
"213",213,2,0.625,0.625,0.625,0.625,-4,-3.5,5,5,16.99975,5,-4,5,-3.5,0.625
"214",214,3,1.79166666666667,1.875,2,1.5,-0.333333333333333,0.666666666666667,4.16666666666667,2.66666666666667,2.7835,4.16666666666667,-0.333333333333333,2.66666666666667,0.666666666666667,1.79166666666667
"215",215,3,4.75,4.625,4.875,4.75,4.66666666666667,4.83333333333333,5,4.5,22.876625,5,4.66666666666667,4.5,4.83333333333333,4.75
"216",216,1,5,5,5,5,NA,NA,NA,NA,14.18825,NA,NA,NA,NA,5
"217",217,4,-1.70833333333333,-2.875,0,-2.25,NA,NA,NA,NA,13.03525,NA,NA,NA,NA,-1.70833333333333
"218",218,1,4.41666666666667,4.375,4.5,4.375,NA,NA,NA,NA,29.280625,NA,NA,NA,NA,4.41666666666667
"219",219,2,2.58333333333333,2,2.625,3.125,1.5,1.66666666666667,3.16666666666667,4,9.899625,3.16666666666667,1.5,4,1.66666666666667,2.58333333333333
"220",220,4,1.375,1.25,1.25,1.625,NA,NA,NA,NA,5.117125,NA,NA,NA,NA,1.375
"221",221,3,2.95833333333333,2.25,3.5,3.125,1.66666666666667,4.33333333333333,2,3.83333333333333,17.595375,2,1.66666666666667,3.83333333333333,4.33333333333333,2.95833333333333
"222",222,2,1.58333333333333,1.25,2.625,0.875,1.33333333333333,1.5,2.16666666666667,1.33333333333333,1.644875,2.16666666666667,1.33333333333333,1.33333333333333,1.5,1.58333333333333
"223",223,2,0.583333333333333,0.5,0.625,0.625,-3.83333333333333,-1.33333333333333,3.5,4,15.67375,3.5,-3.83333333333333,4,-1.33333333333333,0.583333333333333
"224",224,1,1.70833333333333,1.5,1.875,1.75,NA,NA,NA,NA,21.542875,NA,NA,NA,NA,1.70833333333333
"225",225,3,4.29166666666667,4,4.125,4.75,3.66666666666667,4.16666666666667,4.5,4.83333333333333,18.60275,4.5,3.66666666666667,4.83333333333333,4.16666666666667,4.29166666666667
"226",226,4,-0.416666666666667,-1.875,2.875,-2.25,NA,NA,NA,NA,12.460375,NA,NA,NA,NA,-0.416666666666667
"227",227,4,3,3,3,3,NA,NA,NA,NA,5.794125,NA,NA,NA,NA,3
"228",228,1,5,5,5,5,NA,NA,NA,NA,11.764875,NA,NA,NA,NA,5
"229",229,2,2.625,2.75,2.75,2.375,2.66666666666667,3,2.16666666666667,2.66666666666667,7.462625,2.16666666666667,2.66666666666667,2.66666666666667,3,2.625
"230",230,3,4.41666666666667,4.375,4.375,4.5,4,4.16666666666667,4.5,5,11.0445,4.5,4,5,4.16666666666667,4.41666666666667
"231",231,4,2.66666666666667,3,2.25,2.75,NA,NA,NA,NA,9.11325,NA,NA,NA,NA,2.66666666666667
"232",232,2,1.25,3.125,0.375,0.25,-0.833333333333333,-1.83333333333333,3.66666666666667,4,14.382875,3.66666666666667,-0.833333333333333,4,-1.83333333333333,1.25
"233",233,3,2.45833333333333,2.5,2.625,2.25,3.5,1.83333333333333,3,1.5,11.812125,3,3.5,1.5,1.83333333333333,2.45833333333333
"234",234,1,2.79166666666667,3.125,2.125,3.125,NA,NA,NA,NA,7.1435,NA,NA,NA,NA,2.79166666666667
"235",235,1,1.75,1.625,1.875,1.75,NA,NA,NA,NA,43.68425,NA,NA,NA,NA,1.75
"236",236,3,2.58333333333333,2.75,2.25,2.75,1.5,2.16666666666667,3.33333333333333,3.33333333333333,6.589625,3.33333333333333,1.5,3.33333333333333,2.16666666666667,2.58333333333333
"237",237,4,-0.666666666666667,-0.625,-1,-0.375,NA,NA,NA,NA,1.590375,NA,NA,NA,NA,-0.666666666666667
"238",238,1,3.91666666666667,4.375,3.125,4.25,NA,NA,NA,NA,9.11,NA,NA,NA,NA,3.91666666666667
"239",239,3,3.58333333333333,3.375,3.875,3.5,3.16666666666667,4,3.66666666666667,3.5,14.263875,3.66666666666667,3.16666666666667,3.5,4,3.58333333333333
"240",240,2,1.875,1.5,2.125,2,-1.83333333333333,0,4.83333333333333,4.5,29.083375,4.83333333333333,-1.83333333333333,4.5,0,1.875
"241",241,1,3.25,3.25,3,3.5,NA,NA,NA,NA,9.8735,NA,NA,NA,NA,3.25
"242",242,3,3.95833333333333,3.875,4.125,3.875,3.66666666666667,4,5,3.16666666666667,23.16175,5,3.66666666666667,3.16666666666667,4,3.95833333333333
"243",243,2,0.625,0.5,0.625,0.75,-3.83333333333333,-0.166666666666667,2.66666666666667,3.83333333333333,8.402375,2.66666666666667,-3.83333333333333,3.83333333333333,-0.166666666666667,0.625
"244",244,1,0.708333333333333,0.875,0.5,0.75,NA,NA,NA,NA,9.447,NA,NA,NA,NA,0.708333333333333
"245",245,2,2.125,1.625,2.625,2.125,1,1.66666666666667,1.66666666666667,4.16666666666667,8.23175,1.66666666666667,1,4.16666666666667,1.66666666666667,2.125
"246",246,3,3.83333333333333,3.875,3.875,3.75,4,4,3.33333333333333,4,18.817875,3.33333333333333,4,4,4,3.83333333333333
"247",247,1,2.66666666666667,3.375,2.875,1.75,NA,NA,NA,NA,16.210625,NA,NA,NA,NA,2.66666666666667
"248",248,2,2.08333333333333,1.625,2.375,2.25,-0.166666666666667,-0.833333333333333,4.66666666666667,4.66666666666667,20.61275,4.66666666666667,-0.166666666666667,4.66666666666667,-0.833333333333333,2.08333333333333
"249",249,1,4.5,4.375,4.625,4.5,NA,NA,NA,NA,13.854,NA,NA,NA,NA,4.5
"250",250,3,3.41666666666667,3.125,2.25,4.875,3.66666666666667,4,2.66666666666667,3.33333333333333,13.23525,2.66666666666667,3.66666666666667,3.33333333333333,4,3.41666666666667
"251",251,4,-0.625,-1,-0.25,-0.625,NA,NA,NA,NA,19.154875,NA,NA,NA,NA,-0.625
"252",252,1,3.08333333333333,2.875,3.25,3.125,NA,NA,NA,NA,15.916,NA,NA,NA,NA,3.08333333333333
"253",253,3,4.45833333333333,4.25,4.5,4.625,4.5,3.66666666666667,4.66666666666667,5,5.982125,4.66666666666667,4.5,5,3.66666666666667,4.45833333333333
"254",254,1,3.5,3.75,2.5,4.25,NA,NA,NA,NA,4.8315,NA,NA,NA,NA,3.5
"255",255,2,3.79166666666667,3.5,4.375,3.5,3.16666666666667,2,5,5,29.5375,5,3.16666666666667,5,2,3.79166666666667
"256",256,4,3.5,3.625,3.5,3.375,NA,NA,NA,NA,6.297625,NA,NA,NA,NA,3.5
"257",257,2,3.54166666666667,3.375,3.625,3.625,3.16666666666667,3.5,3.66666666666667,3.83333333333333,21.0615,3.66666666666667,3.16666666666667,3.83333333333333,3.5,3.54166666666667
"258",258,3,5,5,5,5,5,5,5,5,6.07675,5,5,5,5,5
"259",259,3,4.125,4,4.25,4.125,3.66666666666667,4,3.83333333333333,5,10.419375,3.83333333333333,3.66666666666667,5,4,4.125
"260",260,2,1.16666666666667,1,1.375,1.125,-1.66666666666667,-0.833333333333333,3.33333333333333,3.83333333333333,8.072125,3.33333333333333,-1.66666666666667,3.83333333333333,-0.833333333333333,1.16666666666667
"261",261,4,4.125,4.875,3.75,3.75,NA,NA,NA,NA,15.806,NA,NA,NA,NA,4.125
"262",262,1,4.375,4.375,4.375,4.375,NA,NA,NA,NA,10.521375,NA,NA,NA,NA,4.375
"263",263,4,0.625,0.625,0.5,0.75,NA,NA,NA,NA,22.16925,NA,NA,NA,NA,0.625
"264",264,2,0.75,0.75,0.75,0.75,-3.16666666666667,-1.83333333333333,3.66666666666667,4.33333333333333,34.011125,3.66666666666667,-3.16666666666667,4.33333333333333,-1.83333333333333,0.75
"265",265,3,5,5,5,5,5,5,5,5,9.032375,5,5,5,5,5
"266",266,2,1.625,1.5,1.5,1.875,-0.666666666666667,0.666666666666667,1.5,5,15.0285,1.5,-0.666666666666667,5,0.666666666666667,1.625
"267",267,4,-0.0416666666666667,-0.25,0.125,0,NA,NA,NA,NA,6.3205,NA,NA,NA,NA,-0.0416666666666667
"268",268,1,4.20833333333333,4.25,4.125,4.25,NA,NA,NA,NA,24.47375,NA,NA,NA,NA,4.20833333333333
"269",269,4,-0.0416666666666667,-0.125,0.125,-0.125,NA,NA,NA,NA,3.1235,NA,NA,NA,NA,-0.0416666666666667
"270",270,3,3.66666666666667,3.75,3.5,3.75,3,4.16666666666667,3.83333333333333,3.66666666666667,7.601625,3.83333333333333,3,3.66666666666667,4.16666666666667,3.66666666666667
"271",271,2,-0.0833333333333333,-0.25,0.25,-0.25,-4.33333333333333,-2.66666666666667,2.33333333333333,4.33333333333333,12.98025,2.33333333333333,-4.33333333333333,4.33333333333333,-2.66666666666667,-0.0833333333333333
"272",272,3,2.91666666666667,3.5,2.75,2.5,0.666666666666667,4,3.66666666666667,3.33333333333333,9.3635,3.66666666666667,0.666666666666667,3.33333333333333,4,2.91666666666667
"273",273,2,0.833333333333333,0.875,0.75,0.875,0,0,1,2.33333333333333,10.5275,1,0,2.33333333333333,0,0.833333333333333
"274",274,4,0.708333333333333,0,2.375,-0.25,NA,NA,NA,NA,12.4445,NA,NA,NA,NA,0.708333333333333
"275",275,2,1.41666666666667,0.375,0.75,3.125,-1.83333333333333,-1.16666666666667,3.66666666666667,5,9.03675,3.66666666666667,-1.83333333333333,5,-1.16666666666667,1.41666666666667
"276",276,4,-1,-1.25,-0.125,-1.625,NA,NA,NA,NA,6.542875,NA,NA,NA,NA,-1
"277",277,1,2.25,2.125,2.875,1.75,NA,NA,NA,NA,9.701375,NA,NA,NA,NA,2.25
"278",278,2,0.125,0.125,0,0.25,-1.66666666666667,-2.83333333333333,1.66666666666667,3.33333333333333,25.96425,1.66666666666667,-1.66666666666667,3.33333333333333,-2.83333333333333,0.125
"279",279,3,4.54166666666667,4.375,4.75,4.5,3.66666666666667,4.5,5,5,33.953375,5,3.66666666666667,5,4.5,4.54166666666667
"280",280,4,0,0,0,0,NA,NA,NA,NA,2.065875,NA,NA,NA,NA,0
"281",281,1,3.20833333333333,3.125,3.25,3.25,NA,NA,NA,NA,12.24375,NA,NA,NA,NA,3.20833333333333
"282",282,2,1.79166666666667,0.875,1.875,2.625,0,1,2.5,3.66666666666667,11.7625,2.5,0,3.66666666666667,1,1.79166666666667
"283",283,4,-0.833333333333333,-1.25,0,-1.25,NA,NA,NA,NA,7.872625,NA,NA,NA,NA,-0.833333333333333
"284",284,2,1.16666666666667,0.375,2.625,0.5,-2.5,-1.33333333333333,3.66666666666667,4.83333333333333,15.637,3.66666666666667,-2.5,4.83333333333333,-1.33333333333333,1.16666666666667
"285",285,4,-1.25,-1,-1.375,-1.375,NA,NA,NA,NA,11.132,NA,NA,NA,NA,-1.25
"286",286,3,3.33333333333333,3,3.5,3.5,2.5,3.83333333333333,3.16666666666667,3.83333333333333,32.7735,3.16666666666667,2.5,3.83333333333333,3.83333333333333,3.33333333333333
"287",287,3,1.70833333333333,1.875,1.125,2.125,0,2.16666666666667,1.33333333333333,3.33333333333333,11.884375,1.33333333333333,0,3.33333333333333,2.16666666666667,1.70833333333333
"288",288,2,2.16666666666667,2.5,2,2,-1.33333333333333,1.33333333333333,3.66666666666667,5,23.087375,3.66666666666667,-1.33333333333333,5,1.33333333333333,2.16666666666667
"289",289,1,2.29166666666667,3.25,0.375,3.25,NA,NA,NA,NA,7.27775,NA,NA,NA,NA,2.29166666666667
"290",290,4,1.625,1,1.375,2.5,NA,NA,NA,NA,35.117875,NA,NA,NA,NA,1.625
"291",291,2,2.875,2.875,2.25,3.5,-0.333333333333333,2.5,4.66666666666667,4.66666666666667,12.567125,4.66666666666667,-0.333333333333333,4.66666666666667,2.5,2.875
"292",292,3,3.70833333333333,3.875,3.625,3.625,4,2.66666666666667,3.66666666666667,4.5,92.86025,3.66666666666667,4,4.5,2.66666666666667,3.70833333333333
"293",293,3,2.125,1.5,1.875,3,1,2.16666666666667,2.66666666666667,2.66666666666667,67.02675,2.66666666666667,1,2.66666666666667,2.16666666666667,2.125
"294",294,1,3.33333333333333,3.375,3.25,3.375,NA,NA,NA,NA,9.627875,NA,NA,NA,NA,3.33333333333333
"295",295,4,-0.833333333333333,-1.625,0,-0.875,NA,NA,NA,NA,10.384,NA,NA,NA,NA,-0.833333333333333
"296",296,2,1.5,0.625,0.75,3.125,-1.16666666666667,-0.833333333333333,4,4,10.186,4,-1.16666666666667,4,-0.833333333333333,1.5
"297",297,1,3.16666666666667,3.5,2.75,3.25,NA,NA,NA,NA,7.74775,NA,NA,NA,NA,3.16666666666667
"298",298,3,4.75,5,4.25,5,4.83333333333333,4.66666666666667,4.66666666666667,4.83333333333333,12.8475,4.66666666666667,4.83333333333333,4.83333333333333,4.66666666666667,4.75
"299",299,2,0.416666666666667,0.125,1,0.125,-0.5,-1.16666666666667,2,1.33333333333333,9.439,2,-0.5,1.33333333333333,-1.16666666666667,0.416666666666667
"300",300,4,0.0833333333333333,0.125,0.125,0,NA,NA,NA,NA,4.456,NA,NA,NA,NA,0.0833333333333333
"301",301,1,2.04166666666667,2.875,0,3.25,NA,NA,NA,NA,9.93475,NA,NA,NA,NA,2.04166666666667
"302",302,4,0.333333333333333,0.75,0.125,0.125,NA,NA,NA,NA,12.7465,NA,NA,NA,NA,0.333333333333333
"303",303,2,0.916666666666667,0.25,0.25,2.25,-1.83333333333333,-2,3.16666666666667,4.33333333333333,9.4415,3.16666666666667,-1.83333333333333,4.33333333333333,-2,0.916666666666667
"304",304,1,2.41666666666667,2.375,2.375,2.5,NA,NA,NA,NA,15.294875,NA,NA,NA,NA,2.41666666666667
"305",305,3,2.04166666666667,2.25,1.5,2.375,3.66666666666667,0.833333333333333,0.333333333333333,3.33333333333333,5.0165,0.333333333333333,3.66666666666667,3.33333333333333,0.833333333333333,2.04166666666667
"306",306,3,2.75,2.875,2.75,2.625,3.5,0.333333333333333,3.83333333333333,3.33333333333333,34.915375,3.83333333333333,3.5,3.33333333333333,0.333333333333333,2.75
"307",307,2,1.45833333333333,-0.5,2.375,2.5,-1.33333333333333,-0.5,3.66666666666667,4,12.567,3.66666666666667,-1.33333333333333,4,-0.5,1.45833333333333
"308",308,4,-0.166666666666667,-0.5,0,0,NA,NA,NA,NA,10.088875,NA,NA,NA,NA,-0.166666666666667
"309",309,2,2.25,-1.25,3,5,0,0,3.33333333333333,5.66666666666667,7.351875,3.33333333333333,0,5.66666666666667,0,2.25
"310",310,1,4.33333333333333,4.375,3.75,4.875,NA,NA,NA,NA,8.403,NA,NA,NA,NA,4.33333333333333
"311",311,4,1.33333333333333,1.25,1.375,1.375,NA,NA,NA,NA,9.47,NA,NA,NA,NA,1.33333333333333
"312",312,3,4.79166666666667,4.75,4.875,4.75,5,4.16666666666667,5,5,10.275625,5,5,5,4.16666666666667,4.79166666666667
"313",313,1,1.83333333333333,1.875,1.375,2.25,NA,NA,NA,NA,13.333,NA,NA,NA,NA,1.83333333333333
"314",314,4,0,0,0,0,NA,NA,NA,NA,10.951,NA,NA,NA,NA,0
"315",315,3,3.04166666666667,3.375,1.875,3.875,2.83333333333333,1.5,3.83333333333333,4,10.199,3.83333333333333,2.83333333333333,4,1.5,3.04166666666667
"316",316,2,2.95833333333333,2.75,3.375,2.75,0,1.33333333333333,4.66666666666667,5.83333333333333,7.23175,4.66666666666667,0,5.83333333333333,1.33333333333333,2.95833333333333
"317",317,3,2.91666666666667,2.875,2.75,3.125,3,2.83333333333333,3.33333333333333,2.5,12.256875,3.33333333333333,3,2.5,2.83333333333333,2.91666666666667
"318",318,4,-0.0416666666666667,0,0,-0.125,NA,NA,NA,NA,6.60525,NA,NA,NA,NA,-0.0416666666666667
"319",319,3,3.125,3.25,2.875,3.25,2,3.66666666666667,3.33333333333333,3.5,13.10925,3.33333333333333,2,3.5,3.66666666666667,3.125
"320",320,2,0,-1.125,-0.125,1.25,-1.66666666666667,-1.16666666666667,0.166666666666667,2.66666666666667,12.92775,0.166666666666667,-1.66666666666667,2.66666666666667,-1.16666666666667,0
"321",321,1,0.583333333333333,0.75,0.25,0.75,NA,NA,NA,NA,31.9105,NA,NA,NA,NA,0.583333333333333
"322",322,4,0.75,1.125,0.25,0.875,NA,NA,NA,NA,10.00475,NA,NA,NA,NA,0.75
"323",323,3,4.58333333333333,4.5,4.75,4.5,4.16666666666667,5,4.33333333333333,4.83333333333333,12.88325,4.33333333333333,4.16666666666667,4.83333333333333,5,4.58333333333333
"324",324,2,0.166666666666667,-0.25,0.75,0,-2.16666666666667,-1.33333333333333,0.666666666666667,3.5,10.751375,0.666666666666667,-2.16666666666667,3.5,-1.33333333333333,0.166666666666667
"325",325,1,3.75,3.625,4,3.625,NA,NA,NA,NA,14.017,NA,NA,NA,NA,3.75
"326",326,4,-0.125,-0.125,0,-0.25,NA,NA,NA,NA,2.83075,NA,NA,NA,NA,-0.125
"327",327,1,3.5,3.5,3.5,3.5,NA,NA,NA,NA,7.42525,NA,NA,NA,NA,3.5
"328",328,2,2.16666666666667,1.625,2.5,2.375,0.666666666666667,-0.833333333333333,3.83333333333333,5,21.380625,3.83333333333333,0.666666666666667,5,-0.833333333333333,2.16666666666667
"329",329,3,1.875,2.25,0,3.375,3.33333333333333,0.833333333333333,3.33333333333333,0,13.12175,3.33333333333333,3.33333333333333,0,0.833333333333333,1.875
"330",330,2,1.20833333333333,0.875,1.75,1,-3.5,-1.5,4.83333333333333,5,9.195125,4.83333333333333,-3.5,5,-1.5,1.20833333333333
"331",331,4,1.70833333333333,1.75,2,1.375,NA,NA,NA,NA,8.126125,NA,NA,NA,NA,1.70833333333333
"332",332,1,1.54166666666667,2.125,0.625,1.875,NA,NA,NA,NA,10.396375,NA,NA,NA,NA,1.54166666666667
"333",333,3,4.54166666666667,4.625,4.625,4.375,3.16666666666667,5,5,5,12.489,5,3.16666666666667,5,5,4.54166666666667
"334",334,2,2.20833333333333,1.625,3.125,1.875,2,0.5,1.16666666666667,5.16666666666667,12.308125,1.16666666666667,2,5.16666666666667,0.5,2.20833333333333
"335",335,1,3,2.875,2.75,3.375,NA,NA,NA,NA,10.035625,NA,NA,NA,NA,3
"336",336,4,-0.0416666666666667,-0.375,-0.125,0.375,NA,NA,NA,NA,7.1905,NA,NA,NA,NA,-0.0416666666666667
"337",337,1,4.5,4.75,4.125,4.625,NA,NA,NA,NA,5.36125,NA,NA,NA,NA,4.5
"338",338,4,0,0,-0.375,0.375,NA,NA,NA,NA,5.52625,NA,NA,NA,NA,0
"339",339,2,0,0,0,0,-5,-5,5,5,13.447875,5,-5,5,-5,0
"340",340,3,0.5,0.875,0.5,0.125,2.16666666666667,1.16666666666667,-2.16666666666667,0.833333333333333,8.45,-2.16666666666667,2.16666666666667,0.833333333333333,1.16666666666667,0.5
"341",341,1,4.29166666666667,3.75,4.625,4.5,NA,NA,NA,NA,6.29775,NA,NA,NA,NA,4.29166666666667
"342",342,4,1.45833333333333,1.5,1.625,1.25,NA,NA,NA,NA,63.90425,NA,NA,NA,NA,1.45833333333333
"343",343,2,4,3.75,4.5,3.75,3.5,4.16666666666667,3.5,4.83333333333333,9.502625,3.5,3.5,4.83333333333333,4.16666666666667,4
"344",344,1,3,3,3,3,NA,NA,NA,NA,10.35825,NA,NA,NA,NA,3
"345",345,3,3.58333333333333,3.5,3.375,3.875,3,3.66666666666667,3.83333333333333,3.83333333333333,17.357,3.83333333333333,3,3.83333333333333,3.66666666666667,3.58333333333333
"346",346,1,3.20833333333333,3.125,3.125,3.375,NA,NA,NA,NA,13.205125,NA,NA,NA,NA,3.20833333333333
"347",347,2,2.54166666666667,1.875,2.75,3,-0.333333333333333,2.16666666666667,3.33333333333333,5,13.56075,3.33333333333333,-0.333333333333333,5,2.16666666666667,2.54166666666667
"348",348,3,1.70833333333333,1.875,1.625,1.625,1.66666666666667,2,1.83333333333333,1.33333333333333,7.718875,1.83333333333333,1.66666666666667,1.33333333333333,2,1.70833333333333
"349",349,2,1.20833333333333,0.75,1.625,1.25,0.333333333333333,0.333333333333333,2.33333333333333,1.83333333333333,51.764,2.33333333333333,0.333333333333333,1.83333333333333,0.333333333333333,1.20833333333333
"350",350,3,0.541666666666667,0.5,0.5,0.625,0.5,0.333333333333333,1,0.333333333333333,16.56675,1,0.5,0.333333333333333,0.333333333333333,0.541666666666667
"351",351,1,3,3.625,1.875,3.5,NA,NA,NA,NA,7.653,NA,NA,NA,NA,3
"352",352,3,3.54166666666667,3.5,3.625,3.5,3.16666666666667,2.66666666666667,4,4.33333333333333,7.8355,4,3.16666666666667,4.33333333333333,2.66666666666667,3.54166666666667
"353",353,4,1.875,1,3.125,1.5,NA,NA,NA,NA,3.537125,NA,NA,NA,NA,1.875
"354",354,1,5,5,5,5,NA,NA,NA,NA,8.65775,NA,NA,NA,NA,5
"355",355,2,3.66666666666667,3.625,3.75,3.625,2.66666666666667,2,5,5,43.9105,5,2.66666666666667,5,2,3.66666666666667
"356",356,4,-0.125,-0.25,0,-0.125,NA,NA,NA,NA,7.335,NA,NA,NA,NA,-0.125
"357",357,1,3.54166666666667,2.625,4.125,3.875,NA,NA,NA,NA,16.899125,NA,NA,NA,NA,3.54166666666667
"358",358,3,3.54166666666667,3.25,3.875,3.5,2.5,3,4.5,4.16666666666667,13.467125,4.5,2.5,4.16666666666667,3,3.54166666666667
"359",359,3,5,5,5,5,5,5,5,5,11.780625,5,5,5,5,5
"361",361,3,2.58333333333333,3,2.125,2.625,2.33333333333333,2,3.66666666666667,2.33333333333333,22.035,3.66666666666667,2.33333333333333,2.33333333333333,2,2.58333333333333
"362",362,4,1.75,1.25,2.125,1.875,NA,NA,NA,NA,6.558125,NA,NA,NA,NA,1.75
"363",363,1,3.70833333333333,3.75,3.75,3.625,NA,NA,NA,NA,22.05225,NA,NA,NA,NA,3.70833333333333
"364",364,4,0.625,-0.375,2.75,-0.5,NA,NA,NA,NA,9.7965,NA,NA,NA,NA,0.625
"365",365,2,2.16666666666667,2.25,1.875,2.375,-1.66666666666667,1.33333333333333,4.16666666666667,4.83333333333333,14.337875,4.16666666666667,-1.66666666666667,4.83333333333333,1.33333333333333,2.16666666666667
"366",366,1,5,5,5,5,NA,NA,NA,NA,19.97375,NA,NA,NA,NA,5
"367",367,4,-2.41666666666667,-3.375,-0.5,-3.375,NA,NA,NA,NA,25.450875,NA,NA,NA,NA,-2.41666666666667
"368",368,1,2.5,2.375,2.75,2.375,NA,NA,NA,NA,8.726125,NA,NA,NA,NA,2.5
"369",369,4,0.125,0,0.25,0.125,NA,NA,NA,NA,15.74575,NA,NA,NA,NA,0.125
"370",370,3,2.79166666666667,2.75,2.375,3.25,3.66666666666667,1.66666666666667,3.83333333333333,2,35.604375,3.83333333333333,3.66666666666667,2,1.66666666666667,2.79166666666667
"371",371,3,0.791666666666667,1.125,-0.125,1.375,-0.166666666666667,-0.5,1.83333333333333,2,7.91975,1.83333333333333,-0.166666666666667,2,-0.5,0.791666666666667
"372",372,2,-0.833333333333333,-1.875,0,-0.625,-3.5,-5,-0.5,5.66666666666667,13.592,-0.5,-3.5,5.66666666666667,-5,-0.833333333333333
"373",373,1,5,5,5,5,NA,NA,NA,NA,42.790625,NA,NA,NA,NA,5
